name,market_value_eur,contract_until,tm_photo_url,tm_id,age,foot,height,position,dob
J. Letáček,2000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/339079-1714922207.jpg,339079.0,27.0,right,1.96,Goalkeeper,1999-01-09
A. Abqar,3500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/559979-1705337125.jpg,559979.0,27.0,right,1.88,Centre-Back,1999-03-10
Z. Romero,2500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/741142-1753180256.jpg,741142.0,26.0,left,1.92,Centre-Back,1999-12-15
S. Boselli,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/898352-1739826537.jpg,898352.0,22.0,right,1.83,Centre-Back,2003-12-04
Dakonam Djené,,,https://img.a.transfermarkt.technology/portrait/big/221150-1669364811.jpg,221150.0,,,,,
Domingos Duarte,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/257376-1583309064.jpg,257376.0,31.0,right,1.92,Centre-Back,1995-03-10
Diego Rico,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/249513-1697221474.jpg,249513.0,33.0,left,1.83,Left-Back,1993-02-23
Davinchi,1000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1268764-1732577167.jpg,1268764.0,18.0,left,1.82,Left-Back,2007-10-16
Juan Iglesias,5000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/390688-1632295269.jpg,390688.0,27.0,right,1.87,Right-Back,1998-07-03
Kiko Femenía,700000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/76467-1726231817.jpg,76467.0,35.0,right,1.74,Right-Back,1991-02-02
I. Bekhoucha,300000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1164331-1732134880.png,1164331.0,21.0,right,1.76,Right-Back,2004-11-20
A. Nyom,100000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/111508-1541162382.jpg,111508.0,38.0,right,1.89,Right-Back,1988-05-10
Mario Martín,10000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/948273-1707861820.jpg,948273.0,22.0,right,1.77,Defensive Midfield,2004-03-05
M. Arambarri,8000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/290249-1669365106.jpg,290249.0,30.0,right,1.75,Central Midfield,1995-09-30
Luis Milla,3500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/281989-1669364960.jpg,281989.0,31.0,right,1.75,Central Midfield,1994-10-07
Javi Muñoz,1200000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/282421-1698852390.jpg,282421.0,31.0,right,1.77,Central Midfield,1995-02-28
V. Birmančević,3500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/419648-1716239654.jpg,419648.0,28.0,right,1.79,Left Winger,1998-03-05
Adrián Liso,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1061122-1732367169.jpg,1061122.0,21.0,left,1.82,Left Winger,2005-04-02
Juanmi,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/126737-1653043231.jpg,126737.0,33.0,right,1.72,Left Winger,1993-05-20
A. Kamara,2500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/696764-1702280704.jpg,696764.0,22.0,left,1.83,Right Winger,2003-07-21
Alex Sancris,1500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/560705-1712139769.jpg,560705.0,29.0,both,1.81,Right Winger,1997-01-18
M. Satriano,10000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/640109-1626685122.jpg,640109.0,25.0,right,1.87,Centre-Forward,2001-02-20
Borja Mayoral,6000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/298976-1669365430.jpg,298976.0,29.0,right,1.82,Centre-Forward,1997-04-05
L. Vázquez,2500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/844516-1699907027.jpg,844516.0,25.0,right,1.9,Centre-Forward,2001-04-24
M. ter Stegen,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/74857-1674465246.jpg,74857.0,34.0,right,1.87,Goalkeeper,1992-04-30
P. Gazzaniga,1800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/195488-1769783747.jpg,195488.0,34.0,right,1.95,Goalkeeper,1992-01-02
Rubén Blanco,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/199321-1676905860.jpg,199321.0,30.0,right,1.88,Goalkeeper,1995-07-25
V. Krapyvtsov,300000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1169436-1692105603.png,1169436.0,20.0,right,1.88,Goalkeeper,2005-06-25
Juan Carlos,100000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/120705-1567159334.jpg,120705.0,38.0,right,1.87,Goalkeeper,1988-01-20
Vitor Reis,30000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1005575-1680449774.jpg,1005575.0,20.0,right,1.86,Centre-Back,2006-01-12
Alejandro Francés,3000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/632896-1697808516.jpg,632896.0,23.0,right,1.82,Centre-Back,2002-08-01
D. Blind,1200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/12282-1718096647.jpg,12282.0,36.0,left,1.8,Centre-Back,1990-03-09
David López,1200000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/947431-1725880281.jpg,947431.0,,,,,
Álex Moreno,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/193098-1667289023.jpg,193098.0,32.0,left,1.79,Left-Back,1993-06-08
Arnau Martínez,10000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/826224-1701444094.jpg,826224.0,23.0,right,1.82,Right-Back,2003-04-25
Hugo Rincón,3500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/834487-1709677097.png,834487.0,23.0,right,1.83,Right-Back,2003-01-27
A. Witsel,1200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/35047-1665067807.jpg,35047.0,37.0,right,1.86,Defensive Midfield,1989-01-12
A. Ounahi,10000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/593482-1668080946.jpg,593482.0,26.0,right,1.82,Central Midfield,2000-04-19
Iván Martín,5000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/341278-1703177977.jpg,341278.0,27.0,left,1.78,Central Midfield,1999-02-14
Fran Beltrán,4000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/423444-1693921591.jpg,423444.0,27.0,right,1.65,Central Midfield,1999-02-03
D. van de Beek,1800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/288255-1642174403.jpg,288255.0,29.0,right,1.84,Central Midfield,1997-04-18
L. Kourouma,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/974251-1769783998.jpg,974251.0,22.0,right,1.8,Central Midfield,2004-03-30
C. Echeverri,15000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/994536-1758703571.jpg,994536.0,20.0,right,1.7,Attacking Midfield,2006-01-02
T. Lemar,1800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/205562-1686662075.jpg,205562.0,30.0,left,1.71,Attacking Midfield,1995-11-12
Bryan Gil,8000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/537382-1769784260.jpg,537382.0,25.0,left,1.75,Left Winger,2001-02-11
Joel Roca,6000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/895326-1727113258.jpg,895326.0,20.0,right,1.76,Left Winger,2005-06-07
V. Tsygankov,15000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/264372-1715881945.jpg,264372.0,28.0,left,1.78,Right Winger,1997-11-15
Portu,1200000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/99353-1669365520.jpg,99353.0,34.0,right,1.67,Right Winger,1992-05-21
V. Vanat,15000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/631821-1769784171.jpg,631821.0,24.0,left,1.82,Centre-Forward,2002-01-04
Abel Ruiz,2000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/340376-1694617385.jpg,340376.0,26.0,right,1.82,Centre-Forward,2000-01-28
C. Stuani,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/59323-1726736068.jpg,59323.0,39.0,right,1.84,Centre-Forward,1986-10-12
A. Batalla,6000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/275218-1775761484.jpg,275218.0,30.0,right,1.85,Goalkeeper,1996-04-30
N. Mendy,7500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1034853-1736244947.jpg,1034853.0,21.0,left,1.87,Centre-Back,2004-09-03
A. Mumin,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/451801-1776270192.jpg,451801.0,28.0,right,1.88,Centre-Back,1998-06-06
J. Vertrouwd,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/765467-1691072211.jpg,765467.0,21.0,left,1.87,Centre-Back,2004-08-21
F. Lejeune,1800000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/127108-1496825998.jpg,127108.0,35.0,right,1.9,Centre-Back,1991-05-20
P. Espino,900000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/311044-1635328827.jpg,311044.0,34.0,left,1.72,Left-Back,1992-01-05
A. Rațiu,18000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/527966-1765462531.jpg,527966.0,27.0,right,1.83,Right-Back,1998-06-20
I. Balliu,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/85295-1688119678.jpg,85295.0,34.0,right,1.72,Right-Back,1992-01-01
P. Ciss,1800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/525578-1775761248.jpg,525578.0,32.0,right,1.86,Central Midfield,1994-03-16
Ó. Trejo,300000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/30321-1653039805.jpg,30321.0,38.0,right,1.8,Attacking Midfield,1988-04-26
I. Akhomach,12000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/709969-1636472170.jpg,709969.0,22.0,left,1.75,Right Winger,2004-04-16
Álvaro Valles,7000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/417913-1773343747.jpg,417913.0,,,,,
Pau López,2500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/286415-1762266591.jpg,286415.0,,,,,
Adrián San Miguel,,,https://img.a.transfermarkt.technology/portrait/big/71271-1687166366.jpg,71271.0,,,,,
Natan,25000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/735568-1708553167.jpg,735568.0,,,,,
V. Gómez,12000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/985383-1758783099.jpg,985383.0,,,,,
Diego Llorente,2500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/246291-1675246130.jpg,246291.0,,,,,
Marc Bartra,900000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/99922-1724053472.jpg,99922.0,,,,,
J. Firpo,3500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/374139-1724939835.jpg,374139.0,,,,,
Jesús Rodríguez,30000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1190411-1744375833.jpg,1190411.0,20.0,right,1.85,Left Winger,2005-11-21
Ángel Ortiz,4000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/933908-1758782759.jpg,933908.0,,,,,
Héctor Bellerín,2400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/191217-1773344002.jpg,191217.0,,,,,
S. Amrabat,10000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/287579-1693604574.jpg,287579.0,,,,,
Marc Roca,4000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/336869-1773344159.jpg,336869.0,,,,,
Sergi Altimira,20000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/466801-1744375696.jpg,466801.0,,,,,
N. Deossa,9000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/907559-1693600752.JPG,907559.0,,,,,
Pablo Fornals,8000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/357885-1773344365.jpg,357885.0,,,,,
Á. Fidalgo,6000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/261503-1773343851.jpg,261503.0,,,,,
G. Lo Celso,8000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/348795-1726734706.jpg,348795.0,,,,,
Isco,3500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/85288-1744375744.jpg,85288.0,,,,,
A. Ezzalzouli,40000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/724520-1758782814.jpg,724520.0,,,,,
Rodrigo Riquelme,4000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/461617-1701212385.jpg,461617.0,,,,,
Antony,40000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/602105-1758783018.jpg,602105.0,,,,,
Germán García,8000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/961087-1750059859.jpg,961087.0,,,,,
Aitor Ruibal,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/378139-1773344244.jpg,378139.0,,,,,
C. Hernández,18000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/459463-1773344529.jpg,459463.0,,,,,
C. Ávila,1200000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/167721-1773344627.jpg,167721.0,,,,,
C. Bakambu,1200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/127048-1766415258.jpg,127048.0,,,,,
I. Radu,9000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/303657-1699432718.jpg,303657.0,,,,,
Iván Villar,900000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/297194-1516876837.jpg,297194.0,,,,,
Marc Vidal,,,https://img.a.transfermarkt.technology/portrait/big/541621-1772461246.jpeg,541621.0,,,,,
Damián Rodríguez,2000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/715628-1732612000.jpg,715628.0,,,,,
C. Starfelt,4500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/258987-1758827268.jpg,258987.0,,,,,
Yoel Lago,4000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/939374-1758827211.jpg,939374.0,,,,,
Carlos Domínguez,2000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/636093-1629886975.jpg,636093.0,,,,,
César Fernández,,,https://img.a.transfermarkt.technology/portrait/big/638124-1769759285.jpg,638124.0,,,,,
Marcos Alonso,1200000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/112515-1694505734.jpg,112515.0,,,,,
J. Aidoo,1000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/358250-1773950910.jpg,358250.0,,,,,
M. Ristić,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/271455-1769759453.jpg,271455.0,,,,,
Óscar Mingueza,18000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/331505-1698852962.jpg,331505.0,,,,,
Sergio Carreira,12000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/545647-1773950983.jpg,545647.0,,,,,
Javi Rueda,6000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/652331-1773949798.jpg,652331.0,,,,,
Unai Núñez,4000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/626953-1752919393.jpg,626953.0,,,,,
I. Moriba,15000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/617074-1758827372.jpg,617074.0,,,,,
Miguel Román,15000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/892932-1769759183.jpg,892932.0,,,,,
Hugo Sotelo,5000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/892221-1758827715.jpg,892221.0,,,,,
M. Vecino,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/143812-1695026891.jpg,143812.0,,,,,
Fer López,16000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/1064471-1744632582.jpg,1064471.0,,,,,
W. Swedberg,20000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/764859-1765193019.jpg,764859.0,,,,,
Hugo Álvarez,8000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/892929-1715867247.jpg,892929.0,,,,,
F. Cervi,600000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/341110-1603798993.jpg,341110.0,,,,,
Ferran Jutglà,10000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/599231-1666292299.jpg,599231.0,,,,,
Jones El-Abdellaoui,,,https://img.a.transfermarkt.technology/portrait/big/960571-1720825911.jpg,960571.0,,,,,
Pablo Durán,4000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/905997-1761577329.jpg,905997.0,,,,,
Borja Iglesias,2800000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/278359-1686661509.jpg,278359.0,,,,,
Iago Aspas,1600000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/72047-1758827533.jpg,72047.0,,,,,
Leo Román,6000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/562742-1745395600.jpg,562742.0,,,,,
L. Bergström,1400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/490606-1639405918.jpg,490606.0,,,,,
Iván Cuéllar,100000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/27493-1664289273.jpg,27493.0,,,,,
M. Kumbulla,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/371371-1716969202.jpg,371371.0,,,,,
M. Valjent,3000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/277384-1738232660.jpg,277384.0,,,,,
Antonio Raíllo,1000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/278296-1447228780.jpg,278296.0,,,,,
J. Mojica,1500000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/262939-1541161893.jpg,262939.0,,,,,
Toni Lato,1400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/320271-1496906352.jpg,320271.0,,,,,
Pablo Maffeo,3000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/251876-1699449290.jpg,251876.0,,,,,
Mateu Morey,1400000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/388513-1661413734.jpg,388513.0,,,,,
Samú Costa,15000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/657430-1753960841.jpg,657430.0,,,,,
Omar Mascarell,700000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/142031-1531813358.jpg,142031.0,,,,,
Sergi Darder,3000000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/142021-1664975574.jpg,142021.0,,,,,
Manu Morlanes,2400000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/335225-1552044533.jpg,335225.0,,,,,
Antonio Sánchez,2000000.0,2027-06-30,https://img.a.transfermarkt.technology/portrait/big/513031-1576533215.jpg,513031.0,,,,,
Miquel Salas,500000.0,2028-06-30,https://img.a.transfermarkt.technology/portrait/big/1063574.jpg,1063574.0,,,,,
Pablo Torre,5000000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/720038-1724406086.jpg,720038.0,,,,,
Jan Virgili,15000000.0,2030-06-30,https://img.a.transfermarkt.technology/portrait/big/1301775-1750759323.jpg,1301775.0,,,,,
Javi Llabrés,800000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/706138-1702393291.jpg,706138.0,,,,,
Zito Luvumbo,3000000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/666547-1655123282.jpg,666547.0,,,,,
T. Asano,1500000.0,2026-06-30,https://img.a.transfermarkt.technology/portrait/big/245744-1657284052.jpg,245744.0,,,,,
J. Kalumba,800000.0,2029-06-30,https://img.a.transfermarkt.technology/portrait/big/1101641-1750956932.png,1101641.0,,,,,
